status,gender,province,birthPlace,deathDate,deathCause,actor
0,3,12,Rasheed neighborhood,2017,15,2
0,1,12,Rasheed neighborhood,2017,15,2
0,0,12,Furat neighborhood,2017,11,4
0,2,12,Rasheed neighborhood,2017,15,2
0,2,12,Rasheed neighborhood,2017,15,2
0,0,12,Rasheed neighborhood,2017,15,2
0,0,7,Taybeh village,2017,4,6
0,0,5,Kaferzita,2017,10,5
0,2,5,Lattamna,2017,10,5
1,0,2,Zamalka,2017,11,5
0,3,2,Ein Tarma,2017,15,5
1,0,10,Saudi Arabia,2017,15,2
0,0,12,Madaan,2017,6,6
0,0,12,Khatuniyeh village,2017,4,6
0,0,7,Palmyra,2017,4,6
0,2,7,Palmyra,2017,4,6
0,3,7,Palmyra,2017,4,6
0,2,4,Mayadeen,2017,15,2
0,0,4,Mayadeen,2017,15,2
0,0,4,Mayadeen,2017,15,2
0,0,4,Mayadeen,2017,15,2
0,0,4,Mayadeen,2017,15,2
0,0,4,Mayadeen,2017,15,2
0,0,4,Mayadeen,2017,15,2
0,0,4,Mayadeen,2017,15,2
0,0,4,Mahimideh,2017,15,3
0,2,7,Sukhna,2017,15,3
0,2,7,Sukhna,2017,15,3
0,2,7,Sukhna,2017,15,3
0,1,2,Ein Tarma,2017,15,5
0,2,2,Ein Tarma,2017,15,5
0,2,2,Ein Tarma,2017,15,5
0,2,2,Ein Tarma,2017,15,5
0,0,2,Ein Tarma,2017,15,5
0,0,2,Ein Tarma,2017,15,5
0,0,2,Ein Tarma,2017,15,5
0,2,2,Ein Tarma,2017,15,5
0,2,2,Ein Tarma,2017,15,5
0,3,2,Ein Tarma,2017,15,5
0,2,2,Ein Tarma,2017,15,5
0,0,2,Ein Tarma,2017,15,5
0,2,2,Ein Tarma,2017,15,5
0,1,12,Furat neighborhood,2017,15,2
0,1,12,Furat neighborhood,2017,15,2
0,1,12,Furat neighborhood,2017,15,2
0,1,12,Furat neighborhood,2017,15,2
0,1,12,Furat neighborhood,2017,15,2
0,3,12,Furat neighborhood,2017,15,2
0,3,12,Furat neighborhood,2017,15,2
0,3,12,Furat neighborhood,2017,15,2
0,3,12,Furat neighborhood,2017,15,2
0,0,4,Jnaineh,2017,11,5
0,0,4,Jnaineh,2017,11,5
1,0,4,Rushdieh neighborhood,2017,10,5
1,0,5,Kaferzita,2017,11,5
0,0,2,Hazza,2017,15,5
0,0,2,Hazza,2017,15,5
0,0,2,Zamalka,2017,15,5
0,0,2,Ein Tarma,2017,15,5
0,1,2,Ein Tarma,2017,15,5
1,0,8,Salqeen,2017,11,5
1,0,3,Enkhel,2017,4,5
1,0,3,Enkhel,2017,4,5
0,0,12,Akairshi village,2017,11,4
0,2,12,Raqqa city,2017,15,2
0,2,12,Raqqa city,2017,15,2
0,0,3,Zizun,2017,5,6
0,0,5,North Al-Mkimin village,2017,15,3
1,0,2,Madyara,2017,11,5
0,0,2,Hazza,2017,15,5
0,1,12,Madaan,2017,15,3
0,0,2,Hazza,2017,15,5
0,0,2,Ein Tarma,2017,15,5
1,0,2,Adra,2017,10,1
0,0,12,Qadisiyeh neighborhood,2017,10,4
0,0,12,Nahdha neighborhood,2017,10,4
0,2,7,Palmyra,2017,15,2
0,0,7,Sukhna,2017,11,4
0,3,2,Douma,2017,10,5
0,2,2,Douma,2017,10,5
0,0,2,Dumair,2017,2,5
1,0,2,Erbeen,2017,11,5
1,0,2,Bala,2017,11,5
1,0,2,Saqba,2017,11,5
1,0,2,Zabdeen,2017,11,5
1,0,2,Jesreen,2017,11,5
1,0,2,Jesreen,2017,11,5
1,0,2,Douma,2017,11,5
1,0,7,Rastan,2017,15,2
0,0,4,Joura Neighborhood,2017,10,6
0,0,4,Joura Neighborhood,2017,10,6
0,0,4,Hamidiya Neighborhood,2017,15,5
0,3,4,Hamidiya Neighborhood,2017,15,5
0,0,4,Bukmal,2017,15,2
0,0,4,Bukmal,2017,15,2
0,0,4,Bukmal,2017,15,2
0,2,4,Bukmal,2017,15,2
0,0,4,Bukmal,2017,15,2
0,2,4,Bukmal,2017,15,2
0,0,4,Bukmal,2017,15,2
0,0,4,Bukmal,2017,15,2
0,2,4,Bukmal,2017,15,2
0,2,4,Bukmal,2017,15,2
0,0,7,Palmyra,2017,15,2
0,1,4,Bukmal,2017,15,2
1,0,7,Hula: Taldo,2017,11,5
0,1,4,Bukmal,2017,15,2
0,1,4,Bukmal,2017,15,2
0,1,4,Bukmal,2017,15,2
0,0,4,Bukmal,2017,15,2
0,2,4,Bukmal,2017,15,2
0,2,4,Bukmal,2017,15,2
0,2,4,Bukmal,2017,15,2
0,0,4,Bukmal,2017,15,2
0,1,0,Manbej: Thakheera village,2017,4,5
0,0,4,Bukmal,2017,15,2
0,1,0,Kafrbsin,2017,4,5
0,0,4,Bukmal,2017,15,2
0,1,0,Kafrbsin,2017,4,5
1,0,8,Sarmeen,2017,11,4
1,0,5,Talf village,2017,11,5
1,0,5,Kaferzita,2017,4,6
1,0,7,Qusair,2017,11,5
1,0,7,Qaryatain,2017,11,5
1,0,2,Madyara,2017,11,5
1,0,2,Sheikh Mountain,2017,11,5
0,0,2,Kafr Batna,2017,10,5
0,0,3,Ajami,2017,11,6
0,0,3,Tseel,2017,6,6
0,0,7,Palmyra,2017,15,2
0,2,7,Palmyra,2017,15,2
0,0,4,Qusour,2017,10,6
0,0,4,Tarif,2017,11,4
1,0,8,Jarjanaz,2017,11,5
0,0,8,Sarmeen,2017,15,2
0,0,7,Hula: Kafarlaha,2017,2,5
0,0,7,Hula: Kafarlaha,2017,2,5
1,0,2,Zabdeen,2017,11,5
1,0,2,Jesreen,2017,11,5
0,0,7,Palmyra,2017,15,2
0,0,7,Sukhna,2017,15,2
0,2,0,Mare,2017,11,4
0,2,0,Mare,2017,11,4
0,0,5,Lattamna,2017,10,5
0,0,2,Yarmuk Camp,2017,2,5
1,0,2,Der Salman,2017,11,5
1,0,2,Der Salman,2017,11,5
1,0,2,Der Salman,2017,11,5
1,0,2,Jesreen,2017,11,5
1,0,2,Hamouria,2017,11,5
0,2,3,Lajat: Eip town,2017,15,5
0,0,4,Mayadeen,2017,15,2
0,1,4,Mayadeen,2017,15,2
0,3,4,Mayadeen,2017,15,2
0,0,4,Mayadeen,2017,15,2
1,0,7,Telbeiseh,2017,11,5
1,0,8,Joseph village,2017,11,5
0,0,7,Maheen,2017,15,2
0,1,7,Sukhna,2017,4,6
0,0,7,Sukhna,2017,15,2
0,1,4,Dablan,2017,15,2
0,3,4,Harabish,2017,10,6
0,1,3,Deli village,2017,15,5
0,1,3,Dara Al-Balad,2017,4,5
0,0,12,Raqqa city,2017,15,2
0,0,12,Raqqa city,2017,15,2
0,0,12,Rasheed neighborhood,2017,11,4
0,0,12,Raqqa Northern countryside,2017,5,4
0,0,12,Nahdha neighborhood,2017,10,4
1,0,2,Harasta,2017,11,5
1,0,2,Jesreen,2017,11,5
1,0,2,Hazza,2017,11,5
1,0,8,Kansaefreh,2017,11,5
0,1,4,Harabish,2017,10,6
0,3,4,Dablan,2017,15,2
0,2,4,Harabish,2017,10,6
0,0,4,Joura Neighborhood,2017,10,6
1,0,7,Hula: Western Taybeh,2017,11,5
0,0,7,Sukhna,2017,15,2
0,0,4,Sabheh,2017,6,6
0,1,0,Maskaneh,2017,4,5
0,0,0,Maskaneh,2017,4,6
0,0,0,Maskaneh,2017,4,6
0,2,3,Alma,2017,10,1
0,0,3,Naziheen Camp,2017,10,5
1,0,2,Jesreen,2017,11,5
1,0,1,Jobar,2017,11,5
0,1,2,Mleha,2017,2,5
0,0,1,Yarmuk Camp,2017,2,5
0,0,1,Yarmuk Camp,2017,2,5
0,0,12,Ratle village,2017,11,4
0,2,12,Akairshi village,2017,11,4
0,0,12,Rasheed neighborhood,2017,15,2
0,0,12,Rasheed neighborhood,2017,15,2
0,3,8,Tamanaah,2017,4,5
0,0,0,Jarablus: Ghandoureh,2017,11,1
0,0,7,Palmyra,2017,11,4
0,2,7,Palmyra,2017,15,2
0,1,7,Palmyra,2017,15,2
0,3,7,Palmyra,2017,15,2
0,3,7,Palmyra,2017,15,2
1,0,1,Jobar,2017,11,5
0,3,4,Mratt village,2017,15,3
0,3,4,Mratt village,2017,15,3
0,1,3,Dara Al-Balad,2017,10,1
0,0,12,Raqqa city,2017,10,4
0,2,12,Raqqa city,2017,10,4
0,0,12,Furat neighborhood,2017,10,4
0,0,12,Raqqa city,2017,10,4
0,0,12,Raqqa city,2017,10,4
1,0,3,Namr,2017,11,5
0,0,7,Hula: Kafarlaha,2017,10,5
0,0,5,Lattamna,2017,10,5
0,0,7,Qaryatain,2017,15,3
0,2,7,Qaryatain,2017,15,3
0,1,7,Qaryatain,2017,15,3
0,0,2,Douma,2017,10,5
0,0,2,Dumair,2017,2,5
1,0,2,Jesreen,2017,11,5
0,1,12,Derieh neighborhood,2017,15,2
0,1,12,Derieh neighborhood,2017,15,2
0,1,12,Derieh neighborhood,2017,15,2
0,0,12,Derieh neighborhood,2017,15,2
0,0,12,Kasrat village,2017,11,4
0,0,12,Rasheed neighborhood,2017,11,4
0,0,12,Rasheed neighborhood,2017,15,2
1,0,7,Rastan,2017,11,5
0,2,2,Douma,2017,15,5
0,1,2,Douma,2017,15,5
0,0,4,Husseiniya,2017,15,5
0,0,4,Husseiniya,2017,15,5
0,0,12,Kasret Sroar,2017,15,2
0,0,12,Kasret Sroar,2017,15,2
0,0,12,Kasret Sroar,2017,15,2
0,0,12,Mahdi neighborhood,2017,15,2
0,1,12,Mahdi neighborhood,2017,15,2
0,1,12,Mahdi neighborhood,2017,15,2
0,3,12,Mahdi neighborhood,2017,15,2
0,3,12,Mahdi neighborhood,2017,15,2
0,0,7,Qaryatain,2017,11,1
0,1,2,Ein Tarma,2017,15,5
0,0,2,Harasta,2017,11,5
0,0,2,Douma,2017,10,5
0,0,2,Douma,2017,10,5
1,0,2,Erbeen,2017,11,5
1,0,2,Erbeen,2017,11,5
1,0,3,Dara Al-Balad,2017,15,5
1,0,3,Dara Al-Balad,2017,15,5
1,0,3,Sheikh Miskeen,2017,15,5
1,0,3,Tel Shehab,2017,15,5
0,2,3,Bosra al-Sham,2017,10,1
0,0,4,Joura Neighborhood,2017,10,6
0,0,4,Joura Neighborhood,2017,10,6
0,0,4,Joura Neighborhood,2017,10,6
0,3,12,Raqqa city,2017,15,2
0,3,12,Raqqa city,2017,15,2
0,2,12,Raqqa city,2017,15,2
0,0,12,Raqqa city,2017,15,2
0,1,12,Raqqa city,2017,15,2
0,1,12,Raqqa city,2017,15,2
0,3,12,Raqqa city,2017,15,2
0,0,7,Sukhna,2017,15,3
0,1,7,Sukhna,2017,15,3
0,2,7,Sukhna,2017,15,3
0,2,7,Sukhna,2017,15,3
0,2,7,Telbeiseh,2017,15,2
0,1,7,Telbeiseh,2017,15,2
0,3,7,Telbeiseh,2017,15,2
1,0,3,Deli village,2017,11,5
0,0,3,Tafas,2017,10,5
1,0,3,Jassim,2017,11,5
1,0,5,Soran,2017,11,4
0,1,5,Rasm al-Awabed,2017,15,3
0,1,5,Rasm al-Awabed,2017,15,3
0,0,2,Douma,2017,10,5
1,0,2,Erbeen,2017,11,5
0,0,7,Sukhna,2017,11,4
1,0,11,Kammuneh village,2017,11,5
0,0,4,Qusour Nieghborhood,2017,10,6
0,1,4,Dablan Town,2017,15,2
0,0,4,Majawde town,2017,15,2
0,0,4,Husain,2017,15,2
0,2,4,Husain,2017,15,2
0,1,4,Husain,2017,15,2
0,1,4,Husain,2017,15,2
0,1,4,Husain,2017,15,2
0,0,4,Mayadeen,2017,15,2
0,3,4,Bulial,2017,15,5
0,2,4,Dablan Town,2017,15,5
0,0,4,Dablan Town,2017,15,5
0,0,4,Shuhail,2017,1,6
0,0,12,Kasret Sheikh Aljomaa,2017,11,4
0,2,12,Raqqa city,2017,15,2
0,2,12,Raqqa city,2017,15,2
0,1,12,Raqqa city,2017,15,2
0,1,12,Raqqa city,2017,15,2
0,3,12,Raqqa city,2017,15,2
0,0,12,Hwaijet Shnan,2017,4,6
0,0,12,Yarmouk town,2017,4,6
0,0,12,Kasret Sroar,2017,4,6
0,0,12,Akairshi village,2017,4,6
0,1,12,Furat neighborhood,2017,4,6
0,0,12,Kasret Faraj,2017,4,6
0,0,12,Akairshi village,2017,4,6
0,0,12,Tareeq al-Sahl,2017,11,4
1,0,2,Madyara,2017,11,1
0,0,1,Jobar,2017,11,5
0,0,1,Jobar,2017,10,5
0,2,3,Dael,2017,10,5
0,1,3,Mzaireeb,2017,15,5
0,1,3,Mzaireeb,2017,15,5
0,0,3,Khirbat Qays,2017,15,5
0,2,3,Dara Al-Balad,2017,10,1
0,0,3,Dara Al-Balad,2017,10,1
1,0,3,Lajat,2017,11,5
1,0,3,Tel Shehab,2017,11,5
0,0,4,Kesra town,2017,15,2
1,0,3,Dael,2017,11,5
1,0,3,Gileen,2017,4,6
1,0,3,Ataman,2017,11,1
0,0,2,Douma,2017,11,5
0,0,2,Douma,2017,10,5
0,3,1,Mazzeh,2017,10,1
0,1,1,Mazzeh,2017,10,1
1,0,7,Sukhna,2017,4,6
0,0,8,Ehsim,2017,11,0
1,0,8,Sarmeen,2017,11,4
0,0,7,Tairmaaleh,2017,11,5
1,0,8,Sarmeen,2017,11,5
0,0,7,Sukhna,2017,15,2
1,0,3,Heet,2017,11,6
0,0,4,Jdeed Bakara,2017,15,3
0,0,4,Mazloum,2017,15,5
0,3,4,Mehkan,2017,15,5
0,0,4,Jazarat Albu Shams,2017,5,6
0,0,4,Jazarat Albu Shams,2017,5,6
0,0,4,Bulial,2017,15,5
0,2,2,Douma,2017,10,5
1,0,7,Telbeiseh,2017,11,5
0,2,7,Telbeiseh,2017,10,5
1,0,8,Gadfeh,2017,11,5
0,1,7,Sukhna,2017,15,3
1,0,11,Kom village,2017,11,1
1,0,7,Kom village,2017,11,1
1,0,3,Heet,2017,11,1
0,0,2,Hazrama,2017,10,5
1,0,2,Bebila,2017,11,6
0,3,11,Naba Sakhr,2017,15,5
0,3,3,Harra,2017,10,5
1,0,3,Dael,2017,11,5
1,0,3,Tel Shehab,2017,11,1
1,0,8,Dana,2017,11,5
1,0,8,Idlib city,2017,11,5
1,0,3,Naziheen camp,2017,10,5
0,0,3,Umm Al-Mayathin,2017,15,5
0,2,3,Dara Al-Balad,2017,15,5
0,2,3,Dara Al-Balad,2017,15,5
0,0,4,Ayash,2017,15,5
0,0,4,Mohassan,2017,15,5
1,0,4,Khareetta,2017,15,2
0,0,4,Bukrus,2017,15,2
0,0,4,Abu Hamam,2017,5,6
0,0,4,Granij,2017,5,6
0,0,4,Joura Neighborhood,2017,10,6
1,0,2,Bebila,2017,11,6
0,0,4,Joura Neighborhood,2017,10,6
1,0,3,Gabagib,2017,11,5
0,0,4,Joura Neighborhood,2017,10,6
1,0,2,Thyabia,2017,11,5
1,0,2,Thyabia,2017,11,5
1,0,3,Naziheen Camp,2017,11,5
1,0,8,Killi,2017,11,5
1,0,3,Heet,2017,11,5
0,0,4,Mayadeen,2017,15,2
0,0,4,Qusour Nieghborhood,2017,10,6
0,0,4,Joura Neighborhood,2017,10,6
1,0,2,Thyabia,2017,11,5
1,0,2,Thyabia,2017,11,5
1,0,11,Kom village,2017,11,5
1,0,3,Tseel,2017,11,1
1,0,3,Yadoudeh,2017,11,1
1,0,3,Heet,2017,11,6
1,0,3,Heet,2017,11,6
1,0,3,Heet,2017,11,6
1,0,3,Sahem Golan,2017,11,6
1,0,3,Yarmouk Valley: Al-Mzaireiah village,2017,11,6
1,0,3,Tseel,2017,11,6
1,0,3,Enkhel,2017,11,5
1,0,3,Enkhel: Bega,2017,11,5
1,0,2,Kesweh,2017,11,5
1,0,3,Naemeh,2017,11,5
1,0,3,Nawa,2017,11,6
1,0,3,Zezoun,2017,11,5
1,0,11,Jobata Khashab,2017,11,5
1,0,11,Sayda Golan,2017,11,5
1,0,11,Sayda Golan,2017,11,5
1,0,11,Sayda Golan,2017,11,5
1,0,11,Hamidiya,2017,11,5
1,0,11,Rwaihina,2017,11,5
1,0,11,Rasim al-Khawaled village,2017,11,5
1,0,3,East Gharriyya,2017,11,5
0,0,4,Joura Neighborhood,2017,10,6
0,3,4,Mohassan,2017,15,5
0,2,4,Mohassan,2017,15,5
0,2,4,Mohassan,2017,15,5
0,1,4,Mohassan,2017,15,5
0,1,4,Mohassan,2017,15,5
0,0,5,Kaferzita,2017,1,5
1,0,0,Jaina,2017,11,5
0,2,0,Bab,2017,11,4
0,0,4,Qusour Nieghborhood,2017,10,6
0,0,4,Sheikh Yaseen,2017,15,5
0,2,4,Bukrus,2017,15,2
0,3,4,Bukrus,2017,15,2
0,0,4,Orfi neighborhood,2017,15,2
0,0,7,Granada,2017,15,2
0,0,7,Sukhna,2017,15,2
0,0,3,Dara Al-Balad,2017,15,5
0,0,3,Dara Al-Balad,2017,15,5
1,0,3,Nasiriyah,2017,11,5
1,0,3,West Mlaiha,2017,11,5
1,0,11,Rafeed,2017,11,5
1,0,11,Jobata Khashab,2017,11,5
1,0,3,Almal town,2017,11,5
1,0,11,Sayda Golan,2017,11,5
1,0,2,Deir Maker,2017,11,5
0,0,5,Khadira,2017,10,5
0,0,12,Rmeila Neighborhood,2017,5,4
0,0,12,Rmeila Neighborhood,2017,5,4
0,0,0,Furqan,2017,10,5
0,0,0,Furqan,2017,10,5
0,0,4,Ardi,2017,15,3
0,1,4,Joura Neighborhood,2017,10,6
0,0,7,Jwalek town,2017,15,5
0,0,7,Jwalek town,2017,15,5
0,0,7,Jwalek town,2017,15,5
0,1,2,Zamalka,2017,15,5
0,3,2,Zamalka,2017,15,5
0,0,2,Hazza,2017,15,5
0,2,2,Hazza,2017,15,5
0,2,2,Hazza,2017,15,5
0,0,1,Jobar,2017,10,5
1,0,8,Neirab,2017,11,5
1,0,3,Gabagib,2017,15,5
1,0,3,Shajara,2017,15,5
1,0,3,Shajara,2017,15,5
1,0,3,Msaifreh,2017,4,5
0,0,3,Naziheen Camp,2017,10,1
0,2,3,Naziheen Camp,2017,10,1
0,0,4,Qusour Nieghborhood,2017,11,6
0,0,4,Mahimideh,2017,15,3
0,0,4,Mahimideh,2017,15,3
0,0,4,Mahimideh,2017,15,3
0,0,4,Mahimideh,2017,15,3
0,0,4,Mahimideh,2017,15,3
0,0,4,Mahimideh,2017,15,3
1,0,3,Nawa,2017,10,6
1,0,3,Nawa,2017,10,6
0,0,3,Enkhel,2017,10,1
0,0,3,Ataman,2017,10,1
0,0,3,Ataman,2017,10,1
1,0,3,Dara Al-Balad,2017,11,5
1,0,3,Dara Al-Balad,2017,11,5
1,0,3,Dara Al-Balad,2017,11,5
0,0,2,Midaani,2017,4,1
1,0,2,Otaiba,2017,11,5
1,0,1,Jobar,2017,11,5
0,0,3,Dael,2017,15,5
0,0,3,Dael,2017,15,5
0,0,7,Hula: Western Taybeh,2017,15,5
0,1,7,Palmyra,2017,15,3
0,2,7,Sukhna,2017,15,2
0,2,7,Sukhna,2017,15,2
0,2,7,Sukhna,2017,15,2
1,0,8,Heesh,2017,11,5
1,0,8,Khan Sheikhoun,2017,11,5
0,0,4,Joura Neighborhood,2017,10,6
0,0,4,Joura Neighborhood,2017,10,6
0,2,4,Baseera,2017,15,2
0,2,4,Tibni village,2017,15,2
0,2,4,Tibni village,2017,15,2
0,2,4,Tibni village,2017,15,2
0,0,12,al Bo Asi,2017,4,6
0,0,12,Tal Zidan,2017,4,6
0,1,12,Shenina,2017,4,6
0,1,12,Shenina,2017,4,6
1,0,3,Dara Al-Balad,2017,10,5
1,0,3,Dara Al-Balad,2017,11,5
1,0,3,Dara Al-Balad,2017,11,5
1,0,3,Dara Al-Balad,2017,11,5
1,0,3,Dara Al-Balad,2017,11,5
1,0,3,Dara Al-Balad,2017,11,5
1,0,3,Dara Al-Balad,2017,11,5
1,0,3,Dara Al-Balad,2017,11,5
1,0,3,Tel Shehab,2017,11,5
1,0,3,Mzaireeb,2017,11,5
1,0,3,Yadoudeh,2017,11,5
1,0,3,Yadoudeh,2017,11,5
0,0,3,Zizun,2017,2,5
1,0,3,Lajat,2017,11,4
0,0,4,Harabish,2017,11,6
0,3,4,Qourieh,2017,13,5
0,0,0,Mare,2017,10,4
1,0,0,Hayyan,2017,11,4
0,2,5,Aqirbat,2017,4,6
0,0,5,Souha village,2017,4,6
0,0,5,Aqirbat,2017,4,6
0,0,5,Aqirbat,2017,4,6
0,0,5,Aqirbat,2017,4,6
0,0,5,Aqirbat,2017,4,6
0,0,5,Aqirbat,2017,4,6
0,0,5,Aqirbat,2017,4,6
0,0,5,Aqirbat,2017,4,6
1,0,8,Kafrenbil,2017,4,6
1,0,8,Sarmeen,2017,11,5
1,0,8,Khan Sheikhoun,2017,11,5
1,0,8,Sarmeen,2017,11,5
0,0,4,Kesra Town,2017,4,6
0,0,12,Kesra Town,2017,15,2
0,0,12,Sihamia,2017,4,6
0,2,3,Naziheen Camp,2017,15,5
0,0,12,Kesra Town,2017,15,2
0,0,7,Palmyra,2017,2,5
